
     COMPANY : J. BLACKWOOD & SON LIMITED      
     PUTAWAY LIST AT MONDAY, NOVEMBER 11, 2013 16:00     PAGE   1
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                  Location                       | Stock ID | Quantity  | UOM| Confirm | Putaway   | Date & Time | Receipt  | Product
         From        |          To          |  # |          |           |    |         | Priority  |             | Number   |        
RECEIVE              | 20075001             |  1 | A4812848 |     12    | EA | _______ | Putaway   | 11/11 09:34 | SM563236 | 07106800  BAR WRECKING 450 X 16MM 18" X 5/8"      
RECEIVE              | 20086002             |  1 | A4813142 |     54    | EA | _______ | Putaway   | 11/11 11:53 | SM563096 | 04306345  SUNSCREEN 30+ SPRAY HAMILTON 100ML      
RECEIVE              | 20096202             |  1 | A4813162 |     40    | PR | _______ | Putaway   | 11/11 12:47 | SM563582 | 04933355  BOWYANGS DUST COT DRILL ELASTIC TOP     
RECEIVE              | 20101301             |  1 | A4813338 |      1    | EA | _______ | Putaway   | 11/11 14:42 | SM563444 | 07283707  SHEARS RH CRANKED HNDLE GILBOW 691 350MM
RECEIVE              | 20115002             |  1 | A4812982 |    105    | EA | _______ | Putaway   | 11/11 09:58 | SM555054 | 03381851  PADLOCK 50MM EBONY 26MM HARD STL SHKLE  
RECEIVE              | 20164801             |  1 | A4812850 |     12    | EA | _______ | Putaway   | 11/11 09:34 | SM563236 | 07277001  TRAMMEL HEADS ECLIPSE 33 (PAIR) 19-38MM 
RECEIVE              | 20184401             |  1 | A4812849 |     84    | EA | _______ | Putaway   | 11/11 09:34 | SM563236 | 07194304  SCRAPER PAINT S/STEEL BLADE  38MM 1 1/2"
RECEIVE              | 20233801             |  1 | A4813166 |      1    | EA | _______ | Putaway   | 11/11 12:47 | SM563750 | 07296503  HYDRAULIC RAM PULLER SPARE P/VANT 150000
RECEIVE              | 20234001             |  1 | A4812845 |      3    | EA | _______ | Putaway   | 11/11 09:34 | SM563236 | 06378215  SNIPS COMPOUND RH OFFSET 250MM 235MM    
RECEIVE              | 20513606             |  1 | A4812555 |      5    | EA | _______ | Putaway   | 08/11 14:14 | SM562759 | 05578809  BIT POWER 1/4"HEX PHILLIPS #1 70MM 41194
RECEIVE              | 20515204             |  1 | A4813157 |      4    | EA | _______ | Putaway   | 11/11 12:42 | SM561563 | 06051804  CUTTER COUNTERSINK 90DEG 5/8" (0.635")  
     COMPANY : J. BLACKWOOD & SON LIMITED      
     PUTAWAY LIST AT MONDAY, NOVEMBER 11, 2013 16:00     PAGE   7
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                  Location                       | Stock ID | Quantity  | UOM| Confirm | Putaway   | Date & Time | Receipt  | Product
         From        |          To          |  # |          |           |    |         | Priority  |             | Number   |        
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
RECEIVE              | 20515404             |  1 | A4813161 |      2    | EA | _______ | Putaway   | 11/11 12:43 | SM563163 | 06053404  CUTTER COUNTERSINK 90DEG 1 1/4" (1.260")
RECEIVE              | 20532503             |  1 | A4813156 |      2    | EA | _______ | Putaway   | 11/11 12:42 | SM561563 | 06049803  CUTTER COUNTERSINK 90 DEG  1/4" (0.260")
RECEIVE              | 20544801             |  1 | A4813238 |    100    | EA | _______ | Putaway   | 11/11 13:17 | SM563736 | 04462355  SCREW SKT CSK HD SS316 METRIC 3X6MM     
RECEIVE              | 20560101             |  1 | A4813324 |   1000    | EA | _______ | Putaway   | 11/11 14:17 | SM563730 | 00900643  SCREW SDM HEX S500 CL3 12-24X50MM       
RECEIVE              | 20560101             |  1 | A4813384 |     11    | EA | _______ | Putaway   | 11/11 15:32 | SM564073 | 02834407  BOLT&NUT HEX HD CL4.6 GAL 24X120MM      
RECEIVE              | 20560101             |  1 | A4813379 |    500    | EA | _______ | Putaway   | 11/11 15:32 | SM564073 | 06258513  WASHER FLAT STD NYLON 12X24.0X2.50MM    
RECEIVE              | 20560101             |  1 | A4813175 |      1    | EA | _______ | Putaway   | 11/11 12:54 | SM555054 | 06734217  VEST H/V D/N TAIL H BACK CHVV0040 YE 107
RECEIVE              | 20562703             |  1 | A4813350 |      1    | EA | _______ | Putaway   | 11/11 14:49 | SM564087 | 07164208  DRILL MASONRY TCT TYPE SF 13.0MM        
RECEIVE              | 20571801             |  1 | A4813080 |      1    | EA | _______ | Putaway   | 11/11 11:09 | SM563418 | 03563056  GUN TWECO NO.4 4.5M LEAD 717335         
RECEIVE              | 20574104             |  1 | A4813245 |     10    | EA | _______ | Putaway   | 11/11 13:22 | SM561812 | 02127101  TIP COPPER 3.2MM CONICAL S/IRON SCOPE 1B
RECEIVE              | 20575105             |  1 | A4813004 |      1    | EA | _______ | Putaway   | 11/11 10:09 | SM563581 | 03855702  DRILL LONG SERIES STRAIGHT SHANK 12.0MM 
RECEIVE              | 20583201             |  1 | A4812838 |     30    | EA | _______ | Putaway   | 11/11 09:34 | SM563236 | 02918718  HOLESAW STARRETT DH2532         20MM    
RECEIVE              | 20673601             |  1 | A4812745 |      1    | EA | _______ | Putaway   | 11/11 08:13 |          | 07984103  HOLESAW STARRETT DH0334 3 3/4  95MM     
RECEIVE              | 20682102             |  1 | A4813013 |    200    | EA | _______ | Putaway   | 11/11 10:16 | SM516844 | 01327792  SCREW CAP SKT HD ZP UNBRAKO 5X20MM      
RECEIVE              | 20724801             |  1 | A4812698 |      1    | EA | _______ | Putaway   | 11/11 07:52 | SM563722 | 00504555  PYROPEN SOLDER KIT BUTANE WELLER WSTA3  
RECEIVE              | 22040401             |  1 | A4813317 |     20    | EA | _______ | Putaway   | 11/11 14:03 | SM562792 | 07190405  HANDLE TIMBER SHOVEL LONG STR A1 1300MM 
RECEIVE              | 22560202             |  1 | A4813122 |     10    | EA | _______ | Putaway   | 11/11 11:29 | SM562588 | 03101003  ELBOW MALLEABLE GALV F & F 90 DEG  25 NB
RECEIVE              | 22600103             |  1 | A4813237 |    305    | MR | _______ | Putaway   | 11/11 13:17 | SM563736 | 03785873  ROPE WIRE 7/19 S/S316 5/32"             
RECEIVE              | 22650103             |  1 | A4812023 |     50    | MR | _______ | Putaway   | 08/11 08:02 | SM563148 | 01788606  ROPE WIRE 7/19 S/S304 2.5MM             
RECEIVE              | 22720101             |  1 | A4812020 |   1000    | MR | _______ | Putaway   | 08/11 08:02 | SM563148 | 01141201  ROPE WIRE 6/19 F/C GAL G1570 RHOL 6MM   
RECEIVE              | 23040101             |  1 | A4812150 |      1    | EA | _______ | Putaway   | 08/11 09:53 | SM563147 | 05295014  ROTARY TOOL 10.8V CORDLESS DREMEL 8200  
RECEIVE              | 23040101             |  1 | A4812665 |      1    | EA | _______ | Putaway   | 11/11 07:16 | SM563416 | 05295014  ROTARY TOOL 10.8V CORDLESS DREMEL 8200  
RECEIVE              | 23080401             |  1 | A4812544 |      2    | EA | _______ | Putaway   | 08/11 14:14 | SM562759 | 04047555  TOOL SET METRIC&A/F 60 PIECE SID 10175  
RECEIVE              | 23100602             |  1 | A4812455 |      2    | EA | _______ | Putaway   | 08/11 13:04 | SM563410 | 03881909  PEN ENGRAVING ATLAS COPCO P2505         
RECEIVE              | 26590201             |  1 | A4813361 |      1    | EA | _______ | Putaway   | 11/11 15:31 | SM563167 | 03851405  DRILL SET NO.M4 1.5-6.5MM X 0.5MM 13PCE 
RECEIVE              | 27050201             |  1 | A4812805 |      6    | EA | _______ | Putaway   | 11/11 09:01 | SM563290 | 01328812  MILO 1.9KG TIN                          
RECEIVE              | 27540201             |  1 | A4812812 |      1    | EA | _______ | Putaway   | 11/11 09:02 | SM563569 | 06763372  WRENCH TORQUE 1/2 SQ DR 40-200NM JBS    
RECEIVE              | 27560201             |  1 | A4813333 |      1    | EA | _______ | Putaway   | 11/11 14:33 | SM561555 | 06081612  SANDER BELT 2S 75X533MM HITACHI SB8V2(H1
RECEIVE              | 28590101             |  1 | A4812879 |    100    | PR | _______ | Putaway   | 11/11 09:40 | SM563639 | 06215734  GLOVES UNIDUR DYNEEMA UD6641F2 PU GRY 9 
RECEIVE              | 29120302             |  1 | A4812655 |      6    | EA | _______ | Putaway   | 11/11 07:06 |          | 08268608  BLOWGUN DUSTMASTER 07.0640              
RECEIVE              | 29120302             |  1 | A4812656 |      6    | EA | _______ | Putaway   | 11/11 07:07 |          | 08268608  BLOWGUN DUSTMASTER 07.0640              
RECEIVE              | 29160501             |  1 | A4812960 |     24    | EA | _______ | Putaway   | 11/11 09:57 | SM563171 | 03020113  WRENCH HEX SET METRIC WALLET RED UNBRAKO
RECEIVE              | 29630601             |  1 | A4812961 |     10    | EA | _______ | Putaway   | 11/11 09:57 | SM555340 | 00235358  DRILL JBS PNEUMATIC 13MM                
RECEIVE              | 33520502             |  1 | A4813159 |     15    | EA | _______ | Putaway   | 11/11 12:42 | SM563176 | 07184709  HANDLE HAMMER SLEDGE O/EYE 1ST GR 1050MM
RECEIVE              | 34130101             |  1 | A4813148 |      8    | EA | _______ | Putaway   | 11/11 12:02 | SM563948 | 04862215  DRIVER STEEL FENCE POST 800MM           
RECEIVE              | 34760401             |  1 | A4811909 |      7    | EA | _______ | Putaway   | 07/11 14:12 | SM562658 | 08440604  VEE BELT B SECTION B78 / MET B2020      
RECEIVE              | 36030207             |  1 | A4813020 |     12    | EA | _______ | Putaway   | 11/11 10:34 | SM546547 | 03881254  ALLTHREAD ROD STL GAL METRIC 1MTRX20MM  
RECEIVE              | 36030207             |  1 | A4813021 |     90    | EA | _______ | Putaway   | 11/11 10:35 | SM551019 | 03881254  ALLTHREAD ROD STL GAL METRIC 1MTRX20MM  
RECEIVE              | 37150501             |  1 | A4813033 |     55    | EA | _______ | Putaway   | 11/11 10:41 | SM562787 | 02456209  SCREW SKT BTN HD UNBRAKO UNC 1/4X1/2    
RECEIVE              | 37150501             |  1 | A4812852 |      7    | EA | _______ | Putaway   | 11/11 09:34 | SM563236 | 04858658  WRENCH ADJUSTABLE JBS MASTERS 250MM     
RECEIVE              | 37160401             |  1 | A4813137 |    576    | EA | _______ | Putaway   | 11/11 11:51 | SM564023 | 00543337  TAPE POLYETHYLENE TESA 61008 50MM TRANS 
RECEIVE              | 38110201             |  1 | A4812929 |     10    | EA | _______ | Putaway   | 11/11 09:54 | SM553747 | 00872550  TROLLEY PLATFORM FOLDING JBS 910X615MM  
RECEIVE              | 38550102             |  1 | A4812263 |      4    | EA | _______ | Putaway   | 08/11 11:00 | SM563346 | 04478104  BINDER EPOXY MORTAR EPIREZ 133 20LT     
RECEIVE              | 39550401             |  1 | A4813067 |      7    | EA | _______ | Putaway   | 11/11 10:53 | SM563191 | 03613203  FLANGE C/S ASA 150LB R/FACE BLIND 100NB 
RECEIVE              | 43570108             |  1 | A4813284 |      3    | EA | _______ | Putaway   | 11/11 13:45 | SM563350 | 00880472  LADDER PRO 150KG BIG TOP 3 0.9M         
RECEIVE              | 46010110             |  1 | A4813344 |      1    | EA | _______ | Putaway   | 11/11 14:49 | SM563642 | 01676055  THERMOMETER INFARED -30 TO 500C FLU62MAX
RECEIVE              | 49060201             |  1 | A4813095 |      4    | EA | _______ | Putaway   | 11/11 11:27 | SM561836 | 03121203  TEE MALLEABLE GALV REDUCING    50X20 NB 
RECEIVE              | 49060201             |  1 | A4813105 |      2    | EA | _______ | Putaway   | 11/11 11:27 | SM561836 | 05485363  BUSH 316 STAINLESS STL BSP 2"X1"        
     COMPANY : J. BLACKWOOD & SON LIMITED      
     PUTAWAY LIST AT MONDAY, NOVEMBER 11, 2013 16:00     PAGE   8
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                  Location                       | Stock ID | Quantity  | UOM| Confirm | Putaway   | Date & Time | Receipt  | Product
         From        |          To          |  # |          |           |    |         | Priority  |             | Number   |        
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
RECEIVE              | 49210301             |  1 | A4813092 |      4    | EA | _______ | Putaway   | 11/11 11:27 | SM561836 | 03094408  BUSH MALLEABLE GALV REDUCING  50 X  20NB
RECEIVE              | 49210301             |  1 | A4813093 |      4    | EA | _______ | Putaway   | 11/11 11:27 | SM561836 | 03097706  BEND MALLEABLE GALV M & F 90 DEG  20 NB 
RECEIVE              | 51040101             |  1 | A4811622 |     10    | MR | _______ | Putaway   | 07/11 09:38 | SM562636 | 04904704  CHAIN L/LINK GAL PL10 10MM              
RECEIVE              | 53510503             |  1 | A4813219 |      1    | EA | _______ | Putaway   | 11/11 13:13 | SM563962 | 06058790  RCBO 1P+N 16A 10KA 30MA 26859           
RECEIVE              | 63020301             |  1 | A4805796 |      4    | EA | _______ | Putaway   | 28/10 13:57 | SM560711 | 04335108  PRIMER INDUST RED OXIDE GALMET  4 LITRES
RECEIVE              | 63130301             |  1 | A4813097 |      2    | EA | _______ | Putaway   | 11/11 11:27 | SM561836 | 03133408  ELBOW C/S BUTTWELD 90D S/RAD STD WT 4"  
RECEIVE              | 63130301             |  1 | A4813339 |      3    | EA | _______ | Putaway   | 11/11 14:42 | SM563444 | 07496507  CUTTER BOLT CENTRE CUT RECORD BC930H    
RECEIVE              | 63150201             |  1 | A4812874 |      1    | EA | _______ | Putaway   | 11/11 09:39 | SM563341 | 05343464  CABINET KEY MODEL 347 BEIGE 60 KEYS     
RECEIVE              | 67170501             |  1 | A4812449 |      2    | EA | _______ | Putaway   | 08/11 13:02 | SM563165 | 06732408  OIL SCREWING RIDGID NU-CLEAR  20 LITRES 
RECEIVE              | 67670101             |  1 | A4811109 |      1    | CA | _______ | Putaway   | 06/11 11:54 | SM562124 | 00584358  SUGAR SINGLE SERVE (2000)               
RECEIVE              | 67680101             |  1 | A4812102 |      2    | EA | _______ | Putaway   | 08/11 09:01 | SM563088 | 04094321  DEGREASER LANOTEC CITRA-FORCE 20LTR     
RECEIVE              | 70010101             |  1 | A4813158 |    120    | EA | _______ | Putaway   | 11/11 12:42 | SM563666 | 00722313  LUBRICANT INOX MX3 AERO 300GM MX3-300   
RECEIVE              | 70010301             |  1 | A4811920 |      2    | EA | _______ | Putaway   | 08/11 05:27 |          | 09609716  REPELLENT AEROGARD TROPICAL AERO 100GM  
RECEIVE              | 70210201             |  1 | A4812827 |     96    | EA | _______ | Putaway   | 11/11 09:29 | SM563621 | 04404766  INSECTICIDE RAID LOW IRRITANT F/KIL 300G
RECEIVE              | 70530201             |  1 | A4812529 |     36    | EA | _______ | Putaway   | 08/11 14:06 | SM563427 | 00274302  FLAWFINDER DEVELOPER SPRAY ROCOL 300GM  
RECEIVE              | 71640101             |  1 | A4812829 |    204    | EA | _______ | Putaway   | 11/11 09:29 | SM563621 | 04404766  INSECTICIDE RAID LOW IRRITANT F/KIL 300G
RECEIVE              | 75010201             |  1 | A4812910 |      2    | EA | _______ | Putaway   | 11/11 09:52 | SM554057 | 00794682  COMPRESSOR JBS DD10/40 DIRECT DR        
RECEIVE              | 75010301             |  1 | A4813304 |     50    | EA | _______ | Putaway   | 11/11 13:52 | SM559424 | 00445179  SCREW SKT CAP HD SS316 METRIC 6X60MM    
RECEIVE              | 75010301             |  1 | A4813297 |      2    | CA | _______ | Putaway   | 11/11 13:51 | SM563623 | 00568361  TOWEL VERSA 4220 100SHT 49.5X41.5CM     
RECEIVE              | 75010301             |  1 | A4812937 |     10    | EA | _______ | Putaway   | 11/11 09:56 | SM544961 | 00872550  TROLLEY PLATFORM FOLDING JBS 910X615MM  
RECEIVE              | 75010301             |  1 | A4809437 |      2    | MR | _______ | Putaway   | 04/11 11:30 |          | 01226438  DUCTING EXIMO POLYFLEX HEAVY 152MM      
RECEIVE              | 75010301             |  1 | A4813292 |     28    | EA | _______ | Putaway   | 11/11 13:48 | SM562522 | 01339250  STRETCHWRAP HAND 500MMX450MX20UM CLEAR  
RECEIVE              | 75010301             |  1 | A4813335 |     10    | PR | _______ | Putaway   | 11/11 14:37 | SM563003 | 02035653  INSOLES COMFORT FOOTBED BATA 12-13      
RECEIVE              | 75010301             |  1 | A4813091 |    400    | EA | _______ | Putaway   | 11/11 11:26 | SM563521 | 03581102  SADDLE SUIT BSP PIPE GALV  32MM  1 1/4" 
RECEIVE              | 75010301             |  1 | A4813395 |      9    | EA | _______ | Putaway   | 11/11 15:55 | SM563708 | 04288006  CARDBOARD CORRUGATED ROLL 1220MM X 75LM 
RECEIVE              | 75010301             |  1 | A4812915 |   2544    | RL | _______ | Putaway   | 11/11 09:52 | SM554057 | 04371816  TAPE DUCT POLYPAK DT50 SLVR 48MM X 30M  
RECEIVE              | 75010301             |  1 | A4812921 |   2592    | RL | _______ | Putaway   | 11/11 09:52 | SM554057 | 04371816  TAPE DUCT POLYPAK DT50 SLVR 48MM X 30M  
RECEIVE              | 75010301             |  1 | A4812926 |    792    | RL | _______ | Putaway   | 11/11 09:53 | SM554057 | 04371816  TAPE DUCT POLYPAK DT50 SLVR 48MM X 30M  
RECEIVE              | 78210203             |  1 | A4813154 |      1    | PH | _______ | Putaway   | 11/11 12:42 | SM563418 | 01045657  WELDROD CMWELD AL5356 2.5KG 321641 2.4MM
RECEIVE              | 79160101             |  1 | A4812897 |    340    | RL | _______ | Putaway   | 11/11 09:46 | SM554762 | 00880719  BUNTING SAFETY FLAGS ORANGE 30M ROLL    
RECEIVE              | 79160101             |  1 | A4812899 |    100    | RL | _______ | Putaway   | 11/11 09:47 | SM554762 | 00880719  BUNTING SAFETY FLAGS ORANGE 30M ROLL    
RECEIVE              | 80020401             |  1 | A4811929 |      4    | RL | _______ | Putaway   | 08/11 05:50 |          | 01932245  BAGS GARBAGE HARVEYS BLK 25UM 75L (50)  
RECEIVE              | 81010101             |  1 | A4813299 |    100    | CA | _______ | Putaway   | 11/11 13:51 | SM563623 | 04973918  PAPER TOWEL KLEENEX OPTI 4456 120SH (24)
RECEIVE              | 81040201             |  1 | A4813296 |     21    | CA | _______ | Putaway   | 11/11 13:50 | SM563339 | 06074566  PAPER TOWEL KIT WHI 4430 (CTN=6X2ROLLS) 
RECEIVE              | 81050101             |  1 | A4813300 |     60    | CA | _______ | Putaway   | 11/11 13:51 | SM563623 | 05359988  WIPER WYPALL X80 JUMBO 94173 540SHT     
RECEIVE              | 81170401             |  1 | A4813150 |     82    | EA | _______ | Putaway   | 11/11 12:10 | SM563649 | 04473400  WATER DEMINERALISED DIGGERS 20LT        
RECEIVE              | 81270101             |  1 | A4812930 |     72    | EA | _______ | Putaway   | 11/11 09:54 | SM542252 | 00977728  CONE TRAFFIC FL/ORANGE REFL 900MM       
RECEIVE              | 81270101             |  1 | A4812931 |     72    | EA | _______ | Putaway   | 11/11 09:54 | SM542252 | 00977728  CONE TRAFFIC FL/ORANGE REFL 900MM       
RECEIVE              | 81270101             |  1 | A4812932 |     72    | EA | _______ | Putaway   | 11/11 09:54 | SM542252 | 00977728  CONE TRAFFIC FL/ORANGE REFL 900MM       
RECEIVE              | 81270101             |  1 | A4812933 |     72    | EA | _______ | Putaway   | 11/11 09:55 | SM542252 | 00977728  CONE TRAFFIC FL/ORANGE REFL 900MM       
RECEIVE              | 82020101             |  1 | A4812806 |      2    | CA | _______ | Putaway   | 11/11 09:01 | SM563290 | 01455007  WIPERS WYPALL X50 4194 BL 24.5CMX70M (4)
RECEIVE              | 83190101             |  1 | A4812948 |    960    | PR | _______ | Putaway   | 11/11 09:57 | SM554412 | 06739266  GLOVES PU NYLON ULTRATECH PU 9696 M     
RECEIVE              | 83410401             |  1 | A4812275 |      1    | EA | _______ | Putaway   | 08/11 11:14 | SM563812 | 08100575  GRINDER BENCH UTILITY JBS 200MM         
RECEIVE              | 83420101             |  1 | A4813135 |    216    | RL | _______ | Putaway   | 11/11 11:51 | SM564023 | 00431754  TAPE MASKING G/PURP TESA 4307 25MM X 50M
RECEIVE              | 83420202             |  1 | A4813144 |      6    | EA | _______ | Putaway   | 11/11 11:58 | SM563297 | 04414304  BATTERY LANTERN SUPER H/DUTY 6V ER 1209 
RECEIVE              | 84370301             |  1 | A4813078 |    312    | EA | _______ | Putaway   | 11/11 11:00 | SM555340 | 03080568  VALVE BALL JBS BRS N/P F&F F/BORE  25MM 
RECEIVE              | 84410101             |  1 | A4812737 |      1    | RL | _______ | Putaway   | 11/11 08:08 |          | 00912730  TAPE BARRIER DANGER DO NOT ENTER 75X50M 
RECEIVE              | 85130101             |  1 | A4813000 |     19    | PR | _______ | Putaway   | 11/11 10:06 | SM562819 | 04666983  GAUNTLETS LTHR WELDING GLWG0015 GRN/GLD 
     COMPANY : J. BLACKWOOD & SON LIMITED      
     PUTAWAY LIST AT MONDAY, NOVEMBER 11, 2013 16:00     PAGE   9
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                  Location                       | Stock ID | Quantity  | UOM| Confirm | Putaway   | Date & Time | Receipt  | Product
         From        |          To          |  # |          |           |    |         | Priority  |             | Number   |        
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
RECEIVE              | 85130101             |  1 | A4813018 |    311    | PR | _______ | Putaway   | 11/11 10:26 | SM562819 | 04666983  GAUNTLETS LTHR WELDING GLWG0015 GRN/GLD 
RECEIVE              | 85290101             |  1 | A4812857 |    160    | PR | _______ | Putaway   | 11/11 09:38 | SM563525 | 01388346  EARMUFF PELTOR H10 H/BAND CL5 H10A      
RECEIVE              | 85320101             |  1 | A4812777 |     44    | EA | _______ | Putaway   | 11/11 08:35 | SM563034 | 08028615  LIQUID DISHWASHING PALMOLIVE 5 LITRES   
RECEIVE              | 85350301             |  1 | A4812988 |      1    | EA | _______ | Putaway   | 11/11 10:00 | SM563376 | 04525849  FIRE EXTING DRY CHEM ABE BRS HEAD 9KG   
RECEIVE              | 85380202             |  1 | A4813215 |      1    | EA | _______ | Putaway   | 11/11 13:12 | SM563570 | 00540294  SOCKET SET MET 3/4" DR 20 PCE RM6021 JBS
RECEIVE              | 86040201             |  1 | A4813146 |    228    | PR | _______ | Putaway   | 11/11 11:58 | SM563297 | 06750316  GLOVES LEATHER PREMIUM WARHORSE 3211 M  
RECEIVE              | 86190101             |  1 | A4813268 |    200    | BX | _______ | Putaway   | 11/11 13:42 | SM563988 | 00636250  GLOVES BLACK LIGHTNING L (100)          
RECEIVE              | 87020105             |  1 | A4813126 |     26    | EA | _______ | Putaway   | 11/11 11:29 | SM562588 | 03168703  BUSH STEEL STEAM HEXAGONAL   8NB X  6NB 
RECEIVE              | 87020203             |  1 | A4813003 |      3    | EA | _______ | Putaway   | 11/11 10:09 | SM563581 | 01160305  SHACKLE BOW GR S SCREW PIN 16MM 3.2T WLL
RECEIVE              | 87030204             |  1 | A4812688 |     40    | EA | _______ | Putaway   | 11/11 07:44 | SM563728 | 02815002  NUT HEX CL5 BLK 36X4.0MM                
RECEIVE              | 87030801             |  1 | A4813280 |     15    | EA | _______ | Putaway   | 11/11 13:44 | SM563779 | 02870054  SOCKET HI-COUP STL NITTO 40SF 1/2"BSPTF 
RECEIVE              | 87030804             |  1 | A4812707 |     38    | EA | _______ | Putaway   | 11/11 07:52 | SM563722 | 04594661  SLEEVE ANCHOR 316 S/S HEX NUT DP10075SS 
RECEIVE              | 87070703             |  1 | A4813006 |    600    | EA | _______ | Putaway   | 11/11 10:15 | SM563505 | 01888302  SCREW CAP SKT HD UNBRAKO 6X35MM         
RECEIVE              | 87110903             |  1 | A4812669 |      1    | PH | _______ | Putaway   | 11/11 07:26 | SM563295 | 08046600  ELECTRODE FERRO/C 61 5KG* 611344  4.00MM
RECEIVE              | 87120702             |  1 | A4813025 |     50    | EA | _______ | Putaway   | 11/11 10:41 | SM562787 | 01898703  SCREW CAP SKT HD UNBRAKO 20X70MM        
RECEIVE              | 87130103             |  1 | A4812825 |    100    | EA | _______ | Putaway   | 11/11 09:29 | SM563621 | 04213160  CLEANER TOILET JOHNSON GO GETTER 5LITRES
RECEIVE              | 87140303             |  1 | A4812893 |    144    | PR | _______ | Putaway   | 11/11 09:45 | SM554762 | 06740235  GLOVES LATEX NYLON ULTRATECH W9680R XL  
RECEIVE              | 87150702             |  1 | A4813051 |     31    | EA | _______ | Putaway   | 11/11 10:51 | SM563439 | 03193600  SOCKET STEEL STEAM FULL  40 NB          
RECEIVE              | 87160802             |  1 | A4812835 |   5600    | EA | _______ | Putaway   | 11/11 09:34 | SM563236 | 02094904  NUT NYLON INSERT LOCK ZP UNC 1/2        
RECEIVE              | 87180402             |  1 | A4812945 |      8    | EA | _______ | Putaway   | 11/11 09:57 | SM554412 | 06788753  TOTE TECHNICIANS JBS TT220.1            
RECEIVE              | 87180504             |  1 | A4813200 |      1    | EA | _______ | Putaway   | 11/11 13:05 | SM563194 | 01153321  VALVE GATE SS316 200 SCREWED 20MM       
RECEIVE              | 88030505             |  1 | A4812699 |     18    | EA | _______ | Putaway   | 11/11 07:52 | SM563722 | 00605268  BOLT HEX HT CL8.8 ZP 10X65MM            
RECEIVE              | 88040504             |  1 | A4812704 |      5    | EA | _______ | Putaway   | 11/11 07:52 | SM563722 | 09818782  PLIER DIAGONAL SIDCHROME 28512 200MM    
RECEIVE              | 88050805             |  1 | A4813002 |      1    | EA | _______ | Putaway   | 11/11 10:09 | SM563581 | 00067082  DRILL HSSS JOBBER COBALT 12.0MM         
RECEIVE              | 88060404             |  1 | A4813112 |      8    | EA | _______ | Putaway   | 11/11 11:29 | SM562279 | 03108404  NIPPLE MALLEABLE GALV HEXAGONAL  20 NB  
RECEIVE              | 88080401             |  1 | A4813099 |     85    | EA | _______ | Putaway   | 11/11 11:27 | SM561836 | 03168907  BUSH STEEL STEAM HEXAGONAL  10NB X  8NB 
RECEIVE              | 88080703             |  1 | A4812752 |      1    | EA | _______ | Putaway   | 11/11 08:15 |          | 00682053  APPLICATOR EPX 9170 S/WELD FOR DUOPACK  
RECEIVE              | 88090201             |  1 | A4812895 |    112    | EA | _______ | Putaway   | 11/11 09:45 | SM554762 | 03079765  VALVE BALL JBS BRS N/P F&F F/BORE   8MM 
RECEIVE              | 88090503             |  1 | A4812851 |     10    | EA | _______ | Putaway   | 11/11 09:34 | SM563236 | 07358108  SPANNER COMBINATION RING/OE METRIC  8MM 
RECEIVE              | 88110905             |  1 | A4813274 |      4    | EA | _______ | Putaway   | 11/11 13:44 | SM563779 | 00566950  HOSE SPRIAL NITTO CUPLA COMB B 10X6.5X4M
RECEIVE              | 88120201             |  1 | A4813323 |      2    | EA | _______ | Putaway   | 11/11 14:12 | SM564112 | 06959508  VICE ENG PLN SCREW CAST IRON DAWN 100MM 
RECEIVE              | 88130603             |  1 | A4813136 |     24    | EA | _______ | Putaway   | 11/11 11:51 | SM564023 | 00492557  TAPE CLOTH GAFFER 50253 48MMX25M BLACK  
RECEIVE              | 88171001             |  1 | A4812834 |      2    | EA | _______ | Putaway   | 11/11 09:34 | SM563750 | 05538108  CUTTER BOLT HT CENTRE CUT NBC750H  750MM
RECEIVE              | 89030705             |  1 | A4812908 |    110    | EA | _______ | Putaway   | 11/11 09:50 | SM555054 | 03656406  SOCKET 316 STAINLESS STL SCD BSP 1"     
RECEIVE              | 89030902             |  1 | A4812917 |      2    | EA | _______ | Putaway   | 11/11 09:52 |          | 01484617  VALVE BALL 316SS BSPT 2PIECE 10MM       
RECEIVE              | 89031001             |  1 | A4812916 |      1    | EA | _______ | Putaway   | 11/11 09:52 |          | 00337702  VALVE BALL 316SS BSPT 1PIECE 15MM       
RECEIVE              | 89031001             |  1 | A4812976 |    126    | EA | _______ | Putaway   | 11/11 09:58 | SM555054 | 00337702  VALVE BALL 316SS BSPT 1PIECE 15MM       
RECEIVE              | 89040205             |  1 | A4812942 |     10    | EA | _______ | Putaway   | 11/11 09:57 | SM554412 | 06183944  TROUSERS BREATH W/PRF CWWB0010 YE 92R   
RECEIVE              | 89040605             |  1 | A4813044 |      2    | PH | _______ | Putaway   | 11/11 10:49 | SM563348 | 02403557  TIE CABLE 627X7.6MM BLK PLT7LH-L0 (50)  
