J. BLACKWOOD & SON LIMITED           RE-ENTRY KEY/ PAGE ID ORDERS REPORT  - SORTED BY PICKING ORDER NUMBER.     TUESDAY, JUNE 25, 2013 14:06   PAGE   1
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 ORDER       |   ZONE   | CUSTOMER     | CUSTOMER                            |      LABEL     | RE-ENTRY |      STATUS    | PRODUCT    | ALLOCATED  | PICK | ALLOCATED |  ORDERED  |  AVAILBLE 
 NUMBER      |          | NUMBER       | NAME                                |  DATE    TIME  |   KEY    |                |            | LOCATION   | LINE | STOCK ID  |  QUANTITY |  QUANTITY
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
306253956600 | 99    | BT4020       | J BLACKWOOD & SON LTD  - LAUNCESTON | 25/06/13 12:19 | 991003   | Nothing Picked | 00109854   | 19024103   | 19   | A4710492  |         2 |         8
306253957000 | 09    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 12:24 | 991014   | Nothing Picked | 07890013   | 23150102   | 02   | A4675567  |         1 |         2
306253957000 | 09    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 12:24 | 991015   | Nothing Picked | 06507112   | 33590501   | 04B  | A4672225  |        12 |       188
306253957000 | 09    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 12:24 | 991017   | Nothing Picked | 00971159   | 19231203   | 19   | A4510440  |         1 |         0
306253957000 | 09    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 12:24 | 991018   | Nothing Picked | 00971193   | 20536501   | 20   | A4510441  |         1 |         9
306253957000 | 09    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 12:24 | 991020   | Nothing Picked | 06506919   | 71090101   | 34A  | A4672224  |        12 |       199
306253957200 | 09    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 12:24 |      0   | Nothing Picked | 06251961   |            |      |           |         2 |         7
306253957400 | SN    | BT6011       | J BLACKWOOD & SON LTD  - SINGLETON  | 25/06/13 12:25 | 991026   | Nothing Picked | 06488652   | 47011801   | 01A  | A4711618  |         3 |         9
306253957400 | SN    | BT6011       | J BLACKWOOD & SON LTD  - SINGLETON  | 25/06/13 12:25 | 991027   | Nothing Picked | 03880953   | 36040307   | 04   | A4202478  |         2 |        10
306253957400 | SN    | BT6011       | J BLACKWOOD & SON LTD  - SINGLETON  | 25/06/13 12:25 | 991028   | Nothing Picked | 05064009   | 22640701   | 04A  | A4683566  |        17 |      2427
306253957400 | SN    | BT6011       | J BLACKWOOD & SON LTD  - SINGLETON  | 25/06/13 12:25 | 991029   | Nothing Picked | 04934354   | 49860201   | 04B  | A4713240  |        34 |       268
306253957400 | SN    | BT6011       | J BLACKWOOD & SON LTD  - SINGLETON  | 25/06/13 12:25 | 991031   | Nothing Picked | 00743954   | 08071501   | 08   | A4645633  |        15 |        63
306253957400 | SN    | BT6011       | J BLACKWOOD & SON LTD  - SINGLETON  | 25/06/13 12:25 | 991033   | Nothing Picked | 02095301   | 11511702   | 11   | A4694479  |        86 |        26
306253957400 | SN    | BT6011       | J BLACKWOOD & SON LTD  - SINGLETON  | 25/06/13 12:25 | 991034   | Nothing Picked | 00338002   | 15101601   | 15   | A4681769  |         1 |         8
306253957400 | SN    | BT6011       | J BLACKWOOD & SON LTD  - SINGLETON  | 25/06/13 12:25 | 991035   | Nothing Picked | 00575688   | 16631903   | 16   | A4683476  |         2 |         0
306253957400 | SN    | BT6011       | J BLACKWOOD & SON LTD  - SINGLETON  | 25/06/13 12:25 | 991036   | Nothing Picked | 00082484   | 42031001   | 25   | A4666279  |        88 |       680
306253957400 | SN    | BT6011       | J BLACKWOOD & SON LTD  - SINGLETON  | 25/06/13 12:25 | 991037   | Nothing Picked | 03411023   | 70600101   | 34   | A4627008  |         2 |        13
306253957400 | SN    | BT6011       | J BLACKWOOD & SON LTD  - SINGLETON  | 25/06/13 12:25 | 991038   | Nothing Picked | 01020452   | 41131401   | 35   | A4717465  |         1 |        32
306253957500 | 16    | 001326       | AUSTRALIAN PLASTIC PROFILES P/L     | 25/06/13 12:25 | 991042   | Nothing Picked | 03402761   | 07695602   | 07   | A4552742  |         4 |        20
306253957500 | 16    | 001326       | AUSTRALIAN PLASTIC PROFILES P/L     | 25/06/13 12:25 | 991044   | Nothing Picked | 01467154   | 12040101   | 12   | A4662774  |         1 |       105
306253957500 | 16    | 001326       | AUSTRALIAN PLASTIC PROFILES P/L     | 25/06/13 12:25 | 991045   | Nothing Picked | 04929815   | 71550101   | 34A  | A4714656  |         2 |        10
306253957600 | SN    | BT6011       | J BLACKWOOD & SON LTD  - SINGLETON  | 25/06/13 12:25 | 991039   | Nothing Picked | 04325202   | 16524003   | 16   | A4674522  |       100 |       223
306253957700 | LS    | BT5516       | J BLACKWOOD & SON LTD - LISMORE     | 25/06/13 12:25 | 991040   | Nothing Picked | 03151011   | 47310812   | 01A  | A4704343  |         1 |         2
306253957700 | LS    | BT5516       | J BLACKWOOD & SON LTD - LISMORE     | 25/06/13 12:25 | 991041   | Nothing Picked | 01067726   | 18031006   | 18   | A4669516  |         1 |        44
306253958100 | 17    | 049535       | PEL-AIR AVIATION PTY LIMITED        | 25/06/13 12:30 | 991065   | Nothing Picked | 08028615   | 37530401   | 04A  | A4719339  |         1 |        27
306253958400 | 99    | BT4018       | BLACKWOODS - WOLLONGONG             | 25/06/13 12:31 | 991068   | Nothing Picked | 00031202   | 10224202   | 10   | A4654072  |        25 |        11
306253958600 | 19    | 001705       | BLUESCOPE LYSAGHT                   | 25/06/13 12:34 | 991070   | Nothing Picked | 01315118   | 42691601   | 25   | A4698711  |         2 |         9
306253958700 | 10    | 030556       | KIMBERLY-CLARK AUSTRALIA PTY LTD    | 25/06/13 12:37 | 991077   | Nothing Picked | 06286501   | 10051701   | 10   | A4364479  |         4 |         0
306253958800 | 09    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 12:37 | 991078   | Nothing Picked | 00972935   | 36081001   | 04A  | A4702460  |        12 |       249
306253958800 | 09    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 12:37 | 991079   | Nothing Picked | 01465934   | 43050401   | 26   | A4713494  |        40 |       292
306253958900 | 05    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 12:37 | 991080   | Nothing Picked | 06699826   | 48510501   | 04A  | A4701729  |         4 |        42
306253959000 | 09    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 12:37 | 991093   | Nothing Picked | 00955391   | 49700101   | 04   | A4666656  |        16 |       666
306253959000 | 09    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 12:37 | 991094   | Nothing Picked | 01590494   | 37130501   | 04A  | A4724174  |        60 |       384
306253959000 | 09    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 12:37 | 991095   | Nothing Picked | 09879370   | 49250301   | 04B  | A4712944  |         8 |       365
306253959000 | 09    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 12:37 | 991096   | Nothing Picked | 04424310   | 12556001   | 12   | A4712582  |         3 |        29
306253959000 | 09    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 12:37 | 991098   | Nothing Picked | 04973918   | 49650102   | 26   | A4696647  |         3 |       150
306253959100 | 13    | 264758       | AUSTRALIA POST - NSW                | 25/06/13 12:37 | 991099   | Nothing Picked | 02319555   | 22560301   | 04B  | A4723664  |         1 |         4
306253959200 | 99    | BT4018       | BLACKWOODS - WOLLONGONG             | 25/06/13 12:37 | 991083   | Nothing Picked | 04613565   | 43560101   | 04   | A4688316  |         3 |         1
306253959300 | 99    | BT4005       | J BLACKWOOD & SON LTD  - CANBERRA   | 25/06/13 12:37 | 991085   | Nothing Picked | 00830753   | 08142801   | 08   | A4609336  |         2 |         3
306253959300 | 99    | BT4005       | J BLACKWOOD & SON LTD  - CANBERRA   | 25/06/13 12:37 | 991086   | Nothing Picked | 01466019   | 42091101   | 25   | A4673835  |         2 |        16
306253959300 | 99    | BT4005       | J BLACKWOOD & SON LTD  - CANBERRA   | 25/06/13 12:37 | 991087   | Nothing Picked | 03411193   | 70700201   | 34   | A4576108  |         6 |        21
306253959500 | 00    | 082643       | UTILITY LOCATING                    | 25/06/13 12:38 | 991202   | Nothing Picked | 04125258   | 07052701   | 07   | A4596956  |         1 |        19
306253959800 | 99    | BT4009       | J BLACKWOOD & SON LTD - CANNINGVALE | 25/06/13 12:43 | 991108   | Nothing Picked | 02902638   | 22510201   | 03   | A4719078  |         1 |         8
306253959800 | 99    | BT4009       | J BLACKWOOD & SON LTD - CANNINGVALE | 25/06/13 12:43 | 991110   | Nothing Picked | 02542304   | 11536201   | 11   | A4661452  |       300 |       114
306253959800 | 99    | BT4009       | J BLACKWOOD & SON LTD - CANNINGVALE | 25/06/13 12:43 | 991111   | Nothing Picked | 04549155   | 12531601   | 12   | A4723343  |         2 |        21
306253959800 | 99    | BT4009       | J BLACKWOOD & SON LTD - CANNINGVALE | 25/06/13 12:43 | 991112   | Nothing Picked | 05201804   | 18050701   | 18   | A4713691  |         2 |         0
306253959800 | 99    | BT4009       | J BLACKWOOD & SON LTD - CANNINGVALE | 25/06/13 12:43 | 991113   | Nothing Picked | 03843268   | 70040101   | 34   | A4697625  |        10 |        24
306253959800 | 99    | BT4009       | J BLACKWOOD & SON LTD - CANNINGVALE | 25/06/13 12:43 | 991114   | Nothing Picked | 01143274   | 41320501   | 35   | A4655296  |         4 |        10
306253959900 | 99    | BT4008       | J BLACKWOOD & SON LTD - ADELAIDE    | 25/06/13 12:43 | 991115   | Nothing Picked | 07106402   | 47031201   | 01A  | A4591588  |         2 |         3
306253959900 | 99    | BT4008       | J BLACKWOOD & SON LTD - ADELAIDE    | 25/06/13 12:43 | 991116   | Nothing Picked | 08463355   | 37571501   | 04B  | A4722624  |         1 |         9
306253959900 | 99    | BT4008       | J BLACKWOOD & SON LTD - ADELAIDE    | 25/06/13 12:43 | 991117   | Nothing Picked | 00544809   | 07716001   | 07   | A4583453  |         2 |        11
306253959900 | 99    | BT4008       | J BLACKWOOD & SON LTD - ADELAIDE    | 25/06/13 12:43 | 991118   | Nothing Picked | 05306149   | 08632201   | 08   | A4642716  |         1 |        14
306253959900 | 99    | BT4008       | J BLACKWOOD & SON LTD - ADELAIDE    | 25/06/13 12:43 | 991120   | Nothing Picked | 02450700   | 10664702   | 10   | A4443832  |        50 |        53
306253959900 | 99    | BT4008       | J BLACKWOOD & SON LTD - ADELAIDE    | 25/06/13 12:43 | 991121   | Nothing Picked | 03064700   | 13610801   | 13   | A4648077  |         3 |         4
306253959900 | 99    | BT4008       | J BLACKWOOD & SON LTD - ADELAIDE    | 25/06/13 12:43 | 991122   | Nothing Picked | 00283662   | 15155201   | 15   | A4718959  |         3 |         1
306253959900 | 99    | BT4008       | J BLACKWOOD & SON LTD - ADELAIDE    | 25/06/13 12:43 | 991123   | Nothing Picked | 04477901   | 16150201   | 16   | A4688749  |         1 |         9
306253959900 | 99    | BT4008       | J BLACKWOOD & SON LTD - ADELAIDE    | 25/06/13 12:43 | 991124   | Nothing Picked | 01320618   | 18582702   | 18   | A4688574  |         2 |        32
306253959900 | 99    | BT4008       | J BLACKWOOD & SON LTD - ADELAIDE    | 25/06/13 12:43 | 991125   | Nothing Picked | 06766607   | 19035505   | 19   | A4701275  |         2 |        16
306253959900 | 99    | BT4008       | J BLACKWOOD & SON LTD - ADELAIDE    | 25/06/13 12:43 | 991126   | Nothing Picked | 04083339   | 20175701   | 20   | A4671046  |         1 |        43
306253959900 | 99    | BT4008       | J BLACKWOOD & SON LTD - ADELAIDE    | 25/06/13 12:43 | 991127   | Nothing Picked | 08216685   | 42251301   | 25   | A4675900  |         3 |        10
306253959900 | 99    | BT4008       | J BLACKWOOD & SON LTD - ADELAIDE    | 25/06/13 12:43 | 991128   | Nothing Picked | 04611861   | 70090401   | 34   | A4718520  |         2 |         5J. BLACKWOOD & SON LIMITED           RE-ENTRY KEY/ PAGE ID ORDERS REPORT  - SORTED BY PICKING ORDER NUMBER.     TUESDAY, JUNE 25, 2013 14:06   PAGE   9
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 ORDER       |   ZONE   | CUSTOMER     | CUSTOMER                            |      LABEL     | RE-ENTRY |      STATUS    | PRODUCT    | ALLOCATED  | PICK | ALLOCATED |  ORDERED  |  AVAILBLE 
 NUMBER      |          | NUMBER       | NAME                                |  DATE    TIME  |   KEY    |                |            | LOCATION   | LINE | STOCK ID  |  QUANTITY |  QUANTITY
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
306253960000 | WF    | BT5545       | BAKERS CONSTRUCTION + INDUSTRIAL    | 25/06/13 12:43 | 991129   | Nothing Picked | 03169207   | 13015501   | 13   | A4173064  |         5 |         7
306253960000 | WF    | BT5545       | BAKERS CONSTRUCTION + INDUSTRIAL    | 25/06/13 12:43 | 991130   | Nothing Picked | 01182238   | 19150601   | 19   | A4709643  |        12 |        23
306253960100 | 33    | 880284       | NEWINGTON COLLEGE                   | 25/06/13 12:44 | 991134   | Nothing Picked | 01046119   | 16664202   | 16   | A4590326  |        10 |        54
306253960300 | 10    | 049333       | VIRIDIAN-BUILDING PRODUCTS DIVN     | 25/06/13 12:48 | 991141   | Nothing Picked | 00968337   | 12236102   | 12   | A4577987  |         2 |         0
306253960300 | 10    | 049333       | VIRIDIAN-BUILDING PRODUCTS DIVN     | 25/06/13 12:48 | 991142   | Nothing Picked | 09462319   | 15610101   | 15   | A4687181  |         3 |       105
306253960400 | 18    | 035078       | AIMS INDUSTRIAL PTY LTD             | 25/06/13 12:49 | 991163   | Nothing Picked | 02921019   | 49790201   | 04A  | A4616315  |        10 |       372
306253960500 | 16    | 095208       | JENTECH DESIGNS PTY.LTD.            | 25/06/13 13:08 | 991306   | Nothing Picked | 00947129   | 49100101   | 04   | A4634381  |         2 |       102
306253960500 | 16    | 095208       | JENTECH DESIGNS PTY.LTD.            | 25/06/13 13:08 | 991308   | Nothing Picked | 04512905   | 11173301   | 11   | A4489115  |         6 |        23
306253960500 | 16    | 095208       | JENTECH DESIGNS PTY.LTD.            | 25/06/13 13:08 | 991309   | Nothing Picked | 01382702   | 13053803   | 13   | A4586521  |         3 |         1
306253960600 | 99    | BT4017       | J BLACKWOOD & SON LTD - NEWCASTLE   | 25/06/13 12:49 | 991143   | Nothing Picked | 00510229   | 49760301   | 04A  | A4691606  |         1 |       194
306253960600 | 99    | BT4017       | J BLACKWOOD & SON LTD - NEWCASTLE   | 25/06/13 12:49 | 991144   | Nothing Picked | 01808654   | 19633401   | 19   | A4546708  |         4 |         8
306253960600 | 99    | BT4017       | J BLACKWOOD & SON LTD - NEWCASTLE   | 25/06/13 12:49 | 991145   | Nothing Picked | 03855702   | 20575105   | 20   | A4640789  |         1 |         0
306253960600 | 99    | BT4017       | J BLACKWOOD & SON LTD - NEWCASTLE   | 25/06/13 12:49 | 991146   | Nothing Picked | 00435047   | 41560501   | 35   | A4708195  |         1 |         1
306253960700 | 99    | BT5535       | J BLACKWOOD & SON LTD - WAGGA       | 25/06/13 12:49 | 991148   | Nothing Picked | 07813292   | 08066201   | 08   | A4565022  |        20 |       189
306253960700 | 99    | BT5535       | J BLACKWOOD & SON LTD - WAGGA       | 25/06/13 12:49 | 991150   | Nothing Picked | 03560301   | 12131801   | 12   | A4615405  |         3 |         0
306253960700 | 99    | BT5535       | J BLACKWOOD & SON LTD - WAGGA       | 25/06/13 12:49 | 991151   | Nothing Picked | 07345302   | 13544501   | 13   | A4694007  |         1 |         0
306253960700 | 99    | BT5535       | J BLACKWOOD & SON LTD - WAGGA       | 25/06/13 12:49 | 991152   | Nothing Picked | 03075100   | 14181201   | 14   | A4677347  |         1 |         3
306253960700 | 99    | BT5535       | J BLACKWOOD & SON LTD - WAGGA       | 25/06/13 12:49 | 991153   | Nothing Picked | 07630800   | 15680601   | 15   | A4569686  |         1 |        53
306253960700 | 99    | BT5535       | J BLACKWOOD & SON LTD - WAGGA       | 25/06/13 12:49 | 991154   | Nothing Picked | 06193379   | 17135001   | 17   | A4708108  |         6 |        57
306253960700 | 99    | BT5535       | J BLACKWOOD & SON LTD - WAGGA       | 25/06/13 12:49 | 991155   | Nothing Picked | 03559309   | 18013805   | 18   | A4709497  |        10 |        28
306253960700 | 99    | BT5535       | J BLACKWOOD & SON LTD - WAGGA       | 25/06/13 12:49 | 991156   | Nothing Picked | 06288120   | 19575401   | 19   | A4717438  |         1 |         9
306253960700 | 99    | BT5535       | J BLACKWOOD & SON LTD - WAGGA       | 25/06/13 12:49 | 991157   | Nothing Picked | 07739376   | 41361201   | 35   | A4528630  |        36 |        80
306253960800 | 99    | BT4013       | J BLACKWOOD & SON LTD - TAMWORTH    | 25/06/13 12:49 | 991158   | Nothing Picked | 01256701   | 13704402   | 13   | A4717890  |       100 |       300
306253960900 | 99    | BT5528       | BLACKWOODS - DUBBO                  | 25/06/13 12:49 | 991159   | Nothing Picked | 03131905   | 41081501   | 35   | A4700856  |         4 |        42
306253961000 | 25    | BT4004       | BAKERS CONSTRUCTION - BLACKTOWN     | 25/06/13 12:49 | 991166   | Nothing Picked | 03505271   | 22610201   | 04B  | A4522529  |         3 |        22
306253961100 | 99    | BT5537       | J BLACKWOOD & SON LTD ALBURY        | 25/06/13 12:49 | 991160   | Nothing Picked | 07393600   | 12045902   | 12   | A4699032  |         1 |         4
306253961200 | 99    | BT5537       | J BLACKWOOD & SON LTD ALBURY        | 25/06/13 12:49 | 991161   | Nothing Picked | 04244600   | 49640101   | 04   | A4722515  |         4 |        41
306253961200 | 99    | BT5537       | J BLACKWOOD & SON LTD ALBURY        | 25/06/13 12:49 | 991162   | Nothing Picked | 06121611   | 10102701   | 10   | A4667199  |         1 |         0
306253961700 | 63    | 900074       | JBS COFFS HARBOUR - COD ACCOUNT     | 25/06/13 12:55 | 991229   | Nothing Picked | 04706805   | 11111701   | 11   | A4683905  |         2 |         2
306253961900 | 01    | 028828       | TORRESAN ENGINEERING P/L            | 25/06/13 12:55 | 991231   | Nothing Picked | 06353214   | 49070501   | 04A  | A4690721  |         6 |        74
306253961900 | 01    | 028828       | TORRESAN ENGINEERING P/L            | 25/06/13 12:55 | 991232   | Nothing Picked | 05850310   | 43000000   | 26   | A4632273  |         6 |       116
306253962000 | 07    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 12:55 | 991233   | Nothing Picked | 07136605   | 20192402   | 20   | A4718594  |         1 |        18
306253962100 | 07    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 12:56 | 991239   | Nothing Picked | 05850310   | 43000000   | 26   | A4632273  |         3 |       116
306253962200 | 07    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 12:56 | 991240   | Nothing Picked | 03475504   | 18653601   | 18   | A4703141  |         4 |        49
306253962300 | 07    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 12:56 | 991241   | Nothing Picked | 00983848   | 42470601   | 25   | A4682810  |        24 |      6545
306253962300 | 07    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 12:56 | 991242   | Nothing Picked | 00819298   | 70180201   | 34   | A4711335  |         1 |        31
306253962500 | 99    | BT5517       | J BLACKWOOD & SON LTD - SOUTHPORT   | 25/06/13 12:56 | 991234   | Nothing Picked | 09513912   | 13732505   | 13   | A4442014  |         3 |        21
306253962600 | 99    | BT4013       | J BLACKWOOD & SON LTD - TAMWORTH    | 25/06/13 12:56 | 991235   | Nothing Picked | 00452302   | 37280601   | 04A  | A4663915  |         4 |        37
306253962700 | 99    | BT4013       | J BLACKWOOD & SON LTD - TAMWORTH    | 25/06/13 12:56 | 991236   | Nothing Picked | 03968204   | 37040101   | 01   | A4709505  |        36 |       518
306253962700 | 99    | BT4013       | J BLACKWOOD & SON LTD - TAMWORTH    | 25/06/13 12:56 | 991238   | Nothing Picked | 00392909   | 71040201   | 34A  | A4639577  |        72 |       972
306253963100 | 53    | 555555       | WEIR MINERALS AUSTRALIA LTD         | 25/06/13 13:07 | 991288   | Nothing Picked | 00580737   | 23070501   | 02   | A4712344  |         1 |        36
306253963100 | 53    | 555555       | WEIR MINERALS AUSTRALIA LTD         | 25/06/13 13:07 | 991289   | Nothing Picked | 03251716   | 49120101   | 04   | A4704057  |         1 |        82
306253963100 | 53    | 555555       | WEIR MINERALS AUSTRALIA LTD         | 25/06/13 13:07 | 991290   | Nothing Picked | 05460519   | 37170601   | 04A  | A4712942  |         2 |        18
306253963200 | 86    | BT5536       | BLACKWOODS - TUGGERAH               | 25/06/13 13:07 | 991293   | Nothing Picked | 00019329   | 08135302   | 08   | A4615544  |         1 |        13
306253963300 | 07    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 13:07 | 991294   | Nothing Picked | 02319555   | 41630501   | 35   | A4692290  |         2 |         4
306253963400 | 07    | 009584       | FAIVELEY TRANSPORT AUSTRALIA LTD    | 25/06/13 13:07 | 991295   | Nothing Picked | 00636233   | 11720101   | 11   | A4684547  |        14 |       115
306253963400 | 07    | 009584       | FAIVELEY TRANSPORT AUSTRALIA LTD    | 25/06/13 13:07 | 991296   | Nothing Picked | 00636250   | 13646102   | 13   | A4702373  |         2 |       143
306253963400 | 07    | 009584       | FAIVELEY TRANSPORT AUSTRALIA LTD    | 25/06/13 13:07 | 991297   | Nothing Picked | 00636267   | 41931401   | 35   | A4717331  |         1 |         9
306253963500 | 53    | 555555       | WEIR MINERALS AUSTRALIA LTD         | 25/06/13 13:08 | 991311   | Nothing Picked | 07225008   | 19050902   | 19   | A4498138  |         1 |       153
306253963500 | 53    | 555555       | WEIR MINERALS AUSTRALIA LTD         | 25/06/13 13:08 | 991312   | Nothing Picked | 00624019   | 20141002   | 20   | A4667052  |         1 |        24
306253963900 | 99    | BT4020       | J BLACKWOOD & SON LTD  - LAUNCESTON | 25/06/13 13:07 | 991287   | Nothing Picked | 08274281   | CLWH2      | CLWH | A4687264  |         2 |        97
306253964000 | 09    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 13:07 | 991299   | Nothing Picked | 00955391   | 49700101   | 04   | A4666656  |         8 |       666
306253964000 | 09    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 13:07 | 991300   | Nothing Picked | 01521252   | 63160201   | 04A  | A4722222  |         4 |       263
306253964000 | 09    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 13:07 | 991301   | Nothing Picked | 09879370   | 49250301   | 04B  | A4712944  |         2 |       365
306253964000 | 09    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 13:07 | 991302   | Nothing Picked | 04973918   | 49650102   | 26   | A4696647  |         2 |       150
306253964100 | 09    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 13:07 | 991303   | Nothing Picked | 01465934   | 43220401   | 26   | A4696678  |        20 |       292
306253964300 | 09    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 13:07 | 991304   | Nothing Picked | 01590494   | 37130501   | 04A  | A4724174  |        60 |       384
306253964300 | 09    | 008699       | RAILCORP ECOMMERCE ARIBA ACC        | 25/06/13 13:07 | 991305   | Nothing Picked | 09879370   | 49250301   | 04B  | A4712944  |         3 |       365J. BLACKWOOD & SON LIMITED           RE-ENTRY KEY/ PAGE ID ORDERS REPORT  - SORTED BY PICKING ORDER NUMBER.     TUESDAY, JUNE 25, 2013 14:06   PAGE  10
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 ORDER       |   ZONE   | CUSTOMER     | CUSTOMER                            |      LABEL     | RE-ENTRY |      STATUS    | PRODUCT    | ALLOCATED  | PICK | ALLOCATED |  ORDERED  |  AVAILBLE 
 NUMBER      |          | NUMBER       | NAME                                |  DATE    TIME  |   KEY    |                |            | LOCATION   | LINE | STOCK ID  |  QUANTITY |  QUANTITY
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
306253964600 | 11    | 638290       | FLOWSERVE -PUMP DIVISION CASTLEMAIN | 25/06/13 13:12 | 991325   | Nothing Picked | 04389303   | 38540201   | 04A  | A4708866  |         1 |        13
306253964600 | 11    | 638290       | FLOWSERVE -PUMP DIVISION CASTLEMAIN | 25/06/13 13:12 | 991326   | Nothing Picked | 09185201   | 15121601   | 15   | A4133524  |         1 |         0
306253964700 | 07    | 080104       | UGL UNIPART RAIL SERVICES PTY LTD   | 25/06/13 13:13 | 991327   | Nothing Picked | 04413305   | 36850601   | 04B  | A4691616  |       500 |       593
306253965300 | 07    | 080104       | UGL UNIPART RAIL SERVICES PTY LTD   | 25/06/13 13:44 | 991417   | Nothing Picked | 03476626   | 36160601   | 04A  | A4669038  |         5 |       681
306253965300 | 07    | 080104       | UGL UNIPART RAIL SERVICES PTY LTD   | 25/06/13 13:44 | 991418   | Nothing Picked | 00226402   | 37140201   | 04B  | A4428909  |        28 |      1578
306253965300 | 07    | 080104       | UGL UNIPART RAIL SERVICES PTY LTD   | 25/06/13 13:44 | 991420   | Nothing Picked | 01550300   | 08161104   | 08   | A4664848  |       228 |         0
306253965300 | 07    | 080104       | UGL UNIPART RAIL SERVICES PTY LTD   | 25/06/13 13:44 | 991421   | Nothing Picked | 02063401   | 11685602   | 11   | A4604289  |       150 |      2308
306253965300 | 07    | 080104       | UGL UNIPART RAIL SERVICES PTY LTD   | 25/06/13 13:44 | 991422   | Nothing Picked | 01222188   | 13226301   | 13   | A4712060  |        10 |        28
306253965300 | 07    | 080104       | UGL UNIPART RAIL SERVICES PTY LTD   | 25/06/13 13:44 | 991423   | Nothing Picked | 01686655   | 16650601   | 16   | A4473279  |         4 |        18
306253965300 | 07    | 080104       | UGL UNIPART RAIL SERVICES PTY LTD   | 25/06/13 13:44 | 991424   | Nothing Picked | 01247603   | 19584001   | 19   | A4494874  |         3 |        75
306253965900 | 07    | 054818       | RHEEM AUSTRALIA PTY LTD             | 25/06/13 13:19 | 991344   | Nothing Picked | 04457701   | 16162601   | 16   | A4607131  |         1 |         0
306253965900 | 07    | 054818       | RHEEM AUSTRALIA PTY LTD             | 25/06/13 13:19 | 991345   | Nothing Picked | 04457701   | 41170501   | 35   | A4692511  |         4 |         0
306253966000 | 13    | 061495       | ROADS & MARITIME SERVICES - SYDNEY  | 25/06/13 13:19 | 991346   | Nothing Picked | 06172826   | 42430401   | 25   | A4673415  |         4 |       469
306253966700 | 80    | BT4012       | BLACKWOODS - SMITHFIELD             | 25/06/13 13:21 | 991351   | Nothing Picked | 00991516   | 13226403   | 13   | A4625973  |        10 |        14
306253967100 | 63    | 008652       | BORAL SBS                           | 25/06/13 13:25 | 991373   | Nothing Picked | 08158259   | 15566202   | 15   | A4710672  |         1 |         7
306253967100 | 63    | 008652       | BORAL SBS                           | 25/06/13 13:25 | 991374   | Nothing Picked | 01152097   | 17652501   | 17   | A4625207  |         1 |        74
306253967100 | 63    | 008652       | BORAL SBS                           | 25/06/13 13:25 | 991375   | Nothing Picked | 00082501   | 19520101   | 19   | A4712447  |         2 |       679
306253967200 | 09    | BT4004       | BAKERS CONSTRUCTION - BLACKTOWN     | 25/06/13 13:25 | 991376   | Nothing Picked | 00031637   | 14592202   | 14   | A4179447  |        50 |        88
306253967900 | 11    | 008247       | FIP BRAKES INTERNATIONAL            | 25/06/13 13:33 | 991387   | Nothing Picked | 00741200   | 18531201   | 18   | A4485580  |         3 |       165
306253968200 | 07    | 054818       | RHEEM AUSTRALIA PTY LTD             | 25/06/13 13:33 | 991386   | Nothing Picked | 01794001   | 14525801   | 14   | A4593255  |        10 |       190
